dataset,method,model,imputation,base_model,F1,missing_perc
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.4324070156031399,20.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.36679700677598387,40.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.33433075138500806,50.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.29753648140915195,60.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.26915411584145976,70.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.2393646176380178,80.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.2018131986065044,90.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.1752811932342068,95.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.14890106576740594,98.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.43289257193297925,20.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.36742463944325027,40.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.33504184939851767,50.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.29935710376130814,60.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.2736120074365652,70.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.239892933490984,80.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.20151362200192138,90.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.1752811932342068,95.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.14890106576740594,98.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.47526717673005736,20.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.42902533487228006,40.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.3980048546632049,50.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.35855207858675536,60.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.33386932648622075,70.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.2763535183888843,80.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.214810785361448,90.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.16217670332366574,95.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.12492105354616524,98.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.4324070156031399,20.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.36679700677598387,40.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.33433075138500806,50.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.29753648140915195,60.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.26915411584145976,70.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.2393646176380178,80.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.2018131986065044,90.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.1752811932342068,95.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.14890106576740594,98.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.43289257193297925,20.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.36742463944325027,40.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.33504184939851767,50.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.29935710376130814,60.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.2736120074365652,70.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.239892933490984,80.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.20151362200192138,90.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.1752811932342068,95.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.14890106576740594,98.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.4781063272283956,20.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.4397169196912459,40.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.40783147884433735,50.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.36565800868887466,60.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.3393628932491225,70.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.27956155396465737,80.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.2181855102195051,90.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.16237283826439966,95.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.12469281055174071,98.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.4324070156031399,20.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.36679700677598387,40.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.33433075138500806,50.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.29753648140915195,60.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.26915411584145976,70.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.2393646176380178,80.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.2018131986065044,90.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.1752811932342068,95.0
poly_binarised_decimalised_synth,mcar,mean xgboost,mean,xgboost,0.14890106576740594,98.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.43289257193297925,20.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.36742463944325027,40.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.33504184939851767,50.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.29935710376130814,60.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.2736120074365652,70.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.239892933490984,80.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.20151362200192138,90.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.1752811932342068,95.0
poly_binarised_decimalised_synth,mcar,ice xgboost,ice,xgboost,0.14890106576740594,98.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.47847043202819434,20.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.4352359268843601,40.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.39676778226302767,50.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.3589120631321356,60.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.33465929817839885,70.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.281317845975269,80.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.21954744990076241,90.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.16423161373620035,95.0
poly_binarised_decimalised_synth,mcar,missforest xgboost,missforest,xgboost,0.1275783342527231,98.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.5078004386614606,20.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4941996854998769,40.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4795759306243356,50.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4764332143717809,60.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4570568128135937,70.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.425780240266387,80.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.2799275030701225,90.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.5068124886503264,20.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.49409223857916856,40.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.48001271449413,50.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.4745505365419603,60.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.4568362203351591,70.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.425780240266387,80.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.2799275030701225,90.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5074313642289596,20.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5050755244379412,40.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.49328423580591146,50.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.47946488097986506,60.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4534963531700626,70.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.417457247923617,80.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.20428121627279755,90.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.5078004386614606,20.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4941996854998769,40.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4795759306243356,50.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4764332143717809,60.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4570568128135937,70.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.425780240266387,80.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.2799275030701225,90.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.5068124886503264,20.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.49409223857916856,40.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.48001271449413,50.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.4745505365419603,60.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.4568362203351591,70.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.425780240266387,80.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.2799275030701225,90.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.506549714045792,20.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5063959855143773,40.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4923978755505851,50.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.48193717834957417,60.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4661722399632912,70.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.42607348632553355,80.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.20428121627279755,90.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.5078004386614606,20.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4941996854998769,40.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4795759306243356,50.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4764332143717809,60.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.4570568128135937,70.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.425780240266387,80.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.2799275030701225,90.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,mean xgboost,mean,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.5068124886503264,20.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.49409223857916856,40.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.48001271449413,50.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.4745505365419603,60.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.4568362203351591,70.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.425780240266387,80.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.2799275030701225,90.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,ice xgboost,ice,xgboost,0.0908148746968472,98.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5018406717119097,0.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.511525532576675,20.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.5061104798821526,40.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4953788322893176,50.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4798766246257512,60.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4602970975235275,70.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.4332696253301636,80.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.20428121627279755,90.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.0908148746968472,95.0
poly_binarised_decimalised_synth,mnar,missforest xgboost,missforest,xgboost,0.0908148746968472,98.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.9768704163210283,0.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.8665108192401256,20.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.6547876021170368,40.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.5834429228758339,50.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.46295975664277017,60.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.3312211019155154,70.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.23214951039531095,80.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.13164098972922503,90.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.06371240081962784,95.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.025262331296814055,98.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.9768704163210283,0.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.82059301099928,20.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.6187620012039353,40.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.5484774542064691,50.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.3951920837681508,60.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.26035285603027675,70.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.2549141905189749,80.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.17310192473857272,90.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.08468142148897347,95.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.10857329952529994,98.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.9768704163210283,0.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.9033824569026089,20.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.8160315764482431,40.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.7262030992931614,50.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.5971368785650555,60.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.46221960333802437,70.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.344201371877056,80.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.2162146050799285,90.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.18368630154977675,95.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.09977391395154554,98.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.9769035083381044,0.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.8148690543298386,20.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.614072059559271,40.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.5230891962291103,50.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.4741997670120749,60.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.381397889859635,70.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.33070236623036586,80.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.19965991869991614,90.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.11721484533984533,95.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.06846187068610826,98.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.9769035083381044,0.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.8057381488911133,20.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.5788912670134231,40.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.4761057198220396,50.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.3930851783421656,60.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.27103429658975065,70.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.2187331861023489,80.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.17349138222783747,90.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.17135769475849846,95.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.12540479236186822,98.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.9769035083381044,0.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.9166235525991624,20.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.7771039481044147,40.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.73014090187772,50.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.6025801918498859,60.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.4993145947596939,70.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.4078570893225645,80.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.26908509335698133,90.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.1739744566313641,95.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.11323736473988577,98.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.9724766197078054,0.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.850948138248961,20.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.6719001990481325,40.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.5427029961565629,50.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.41685199652735405,60.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.4041813517799125,70.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.2863443625266126,80.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.188185853049534,90.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.11322537520966469,95.0
mice_protein,mcar,mean xgboost,mean,xgboost,0.06843296025172087,98.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.9724766197078054,0.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.8248846255730095,20.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.5622332396453387,40.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.4532253958004928,50.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.365367296177976,60.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.2796586921789281,70.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.18667033186135523,80.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.15011299999690092,90.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.11391716066732298,95.0
mice_protein,mcar,ice xgboost,ice,xgboost,0.07434159635003175,98.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.9724766197078054,0.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.9448039816915349,20.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.8068436137015349,40.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.6766375505306065,50.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.5850424248290103,60.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.49778718177180986,70.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.3643102070163246,80.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.20052999093735388,90.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.1415630386002666,95.0
mice_protein,mcar,missforest xgboost,missforest,xgboost,0.08235495173952685,98.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.9768704163210283,0.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.9721624659818683,20.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.9405139655319699,40.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.8407654147599938,50.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.7046902334183036,60.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.6331551232932862,70.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.5499237862650291,80.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.3334249790158308,90.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.1008731056823981,95.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.017229254571026722,98.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.9768704163210283,0.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.9861199818970041,20.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.9629381319395499,40.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.8591625355621575,50.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.8080070263993263,60.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.7276066623049381,70.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.621369677680699,80.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.13095120659593334,90.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.1535081340228399,95.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.02789256198347108,98.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.9768704163210283,0.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.9674532443034997,20.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.931012854328933,40.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.8738330860245632,50.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.8310618902583949,60.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.7439465201869095,70.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.6033299863816809,80.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.37353188301850937,90.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.27800318057082823,95.0
mice_protein,mnar,missforest xgboost,missforest,xgboost,0.05408902691511387,98.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.9769035083381044,0.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.967565129214713,20.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.9008469725532184,40.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.8384656942653799,50.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.7510827252024757,60.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.6576366841607753,70.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.46602453474694694,80.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.28446070951128,90.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.20901730257320317,95.0
mice_protein,mnar,mean xgboost,mean,xgboost,0.027777777777777776,98.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.9769035083381044,0.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.9678531351148365,20.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.8776806170532231,40.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.8438505938505938,50.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.7501878396235618,60.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.4533827864092468,70.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.4590820103743463,80.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.1503493115122548,90.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.2176157987561496,95.0
mice_protein,mnar,ice xgboost,ice,xgboost,0.08656099602427286,98.0
